0	T_update:0.0146	 training loss:1.71
670	T_update:0.0089	 training loss:0.45
680	T_update:0.0108	 training loss:0.43
690	T_update:0.0151	 training loss:0.43
700	T_update:0.0099	 training loss:0.42
710	T_update:0.0091	 training loss:0.44
720	T_update:0.0095	 training loss:0.41
730	T_update:0.0081	 training loss:0.41
740	T_update:0.0075	 training loss:0.41
750	T_update:0.0058	 training loss:0.39
760	T_update:0.0064	 training loss:0.40
770	T_update:0.0067	 training loss:0.40
780	T_update:0.0066	 training loss:0.38
790	T_update:0.0079	 training loss:0.39
800	T_update:0.0071	 training loss:0.38
810	T_update:0.0078	 training loss:0.37
820	T_update:0.0060	 training loss:0.37
830	T_update:0.0058	 training loss:0.37
840	T_update:0.0059	 training loss:0.37
850	T_update:0.0052	 training loss:0.36
860	T_update:0.0062	 training loss:0.35
870	T_update:0.0060	 training loss:0.35
880	T_update:0.0054	 training loss:0.35
890	T_update:0.0059	 training loss:0.36
900	T_update:0.0059	 training loss:0.35
910	T_update:0.0046	 training loss:0.34
920	T_update:0.0058	 training loss:0.35
930	T_update:0.0049	 training loss:0.33
940	T_update:0.0056	 training loss:0.32
950	T_update:0.0055	 training loss:0.30
960	T_update:0.0059	 training loss:0.31
970	T_update:0.0055	 training loss:0.31
980	T_update:0.0059	 training loss:0.34
990	T_update:0.0060	 training loss:0.29
1000	T_update:0.0060	 training loss:0.30
1010	T_update:0.0057	 training loss:0.30
1020	T_update:0.0056	 training loss:0.30
1030	T_update:0.0051	 training loss:0.30
1040	T_update:0.0057	 training loss:0.29
1050	T_update:0.0060	 training loss:0.30
1060	T_update:0.0059	 training loss:0.28
1070	T_update:0.0059	 training loss:0.29
1080	T_update:0.0058	 training loss:0.29
1090	T_update:0.0056	 training loss:0.29
1100	T_update:0.0058	 training loss:0.29
1110	T_update:0.0059	 training loss:0.27
1120	T_update:0.0064	 training loss:0.27
1130	T_update:0.0062	 training loss:0.28
1140	T_update:0.0059	 training loss:0.26
1150	T_update:0.0058	 training loss:0.29
1160	T_update:0.0059	 training loss:0.25
1170	T_update:0.0059	 training loss:0.26
1180	T_update:0.0059	 training loss:0.27
1190	T_update:0.0059	 training loss:0.26
1200	T_update:0.0059	 training loss:0.25
1210	T_update:0.0052	 training loss:0.25
1220	T_update:0.0059	 training loss:0.25
1230	T_update:0.0060	 training loss:0.25
1240	T_update:0.0056	 training loss:0.23
1250	T_update:0.0056	 training loss:0.26
1260	T_update:0.0059	 training loss:0.23
1270	T_update:0.0057	 training loss:0.24
1280	T_update:0.0060	 training loss:0.25
1290	T_update:0.0071	 training loss:0.23
1300	T_update:0.0053	 training loss:0.23
1310	T_update:0.0062	 training loss:0.23
1320	T_update:0.0059	 training loss:0.23
1330	T_update:0.0057	 training loss:0.23
1340	T_update:0.0055	 training loss:0.21
1350	T_update:0.0054	 training loss:0.20
1360	T_update:0.0053	 training loss:0.21
1370	T_update:0.0058	 training loss:0.22
1380	T_update:0.0069	 training loss:0.22
1390	T_update:0.0069	 training loss:0.20
1400	T_update:0.0069	 training loss:0.21
1410	T_update:0.0046	 training loss:0.19
1420	T_update:0.0061	 training loss:0.20
1430	T_update:0.0058	 training loss:0.20
1440	T_update:0.0053	 training loss:0.20
1450	T_update:0.0060	 training loss:0.20
1460	T_update:0.0067	 training loss:0.20
1470	T_update:0.0067	 training loss:0.19
1480	T_update:0.0060	 training loss:0.20
1490	T_update:0.0059	 training loss:0.20
1500	T_update:0.0060	 training loss:0.20
1510	T_update:0.0046	 training loss:0.20
1520	T_update:0.0061	 training loss:0.19
1530	T_update:0.0060	 training loss:0.19
1540	T_update:0.0061	 training loss:0.19
1550	T_update:0.0054	 training loss:0.19
1560	T_update:0.0060	 training loss:0.19
1570	T_update:0.0059	 training loss:0.18
1580	T_update:0.0060	 training loss:0.18
1590	T_update:0.0055	 training loss:0.18
1600	T_update:0.0059	 training loss:0.17
1610	T_update:0.0060	 training loss:0.17
1620	T_update:0.0053	 training loss:0.17
1630	T_update:0.0071	 training loss:0.17
1640	T_update:0.0052	 training loss:0.18
1650	T_update:0.0056	 training loss:0.17
1660	T_update:0.0058	 training loss:0.17
1670	T_update:0.0052	 training loss:0.16
1680	T_update:0.0061	 training loss:0.17
1690	T_update:0.0060	 training loss:0.16
1700	T_update:0.0061	 training loss:0.16
1710	T_update:0.0057	 training loss:0.16
1720	T_update:0.0061	 training loss:0.17
1730	T_update:0.0059	 training loss:0.15
1740	T_update:0.0059	 training loss:0.15
1750	T_update:0.0059	 training loss:0.16
1760	T_update:0.0061	 training loss:0.17
1770	T_update:0.0067	 training loss:0.16
1780	T_update:0.0053	 training loss:0.15
1790	T_update:0.0059	 training loss:0.15
1800	T_update:0.0079	 training loss:0.15
1810	T_update:0.0062	 training loss:0.16
1820	T_update:0.0057	 training loss:0.14
1830	T_update:0.0059	 training loss:0.15
1840	T_update:0.0052	 training loss:0.15
1850	T_update:0.0060	 training loss:0.14
1860	T_update:0.0074	 training loss:0.14
1870	T_update:0.0103	 training loss:0.14
1880	T_update:0.0107	 training loss:0.14
1890	T_update:0.0121	 training loss:0.14
1900	T_update:0.0080	 training loss:0.14
1910	T_update:0.0064	 training loss:0.13
1920	T_update:0.0101	 training loss:0.15
1930	T_update:0.0097	 training loss:0.13
1940	T_update:0.0128	 training loss:0.13
1950	T_update:0.0109	 training loss:0.14
1960	T_update:0.0089	 training loss:0.14
1970	T_update:0.0092	 training loss:0.13
1980	T_update:0.0098	 training loss:0.13
1990	T_update:0.0114	 training loss:0.13
=======================================
BC Imitator performance:
50 episodes	 reward avg:313.79	 reward std:238.06
